location,state,driver_race,stops_per_year,stop_rate,search_rate,consent_search_rate,arrest_rate,citation_rate_speeding_stops,hit_rate,inferred_threshold
MARION COUNTY,SC,Hispanic,189,0.334,0.059,NA,0.061,NA,0.071,0.034
MARION COUNTY,SC,White,4802,0.452,0.012,NA,0.012,NA,0.092,0.068
MARLBORO COUNTY,SC,Black,2195,0.191,0.031,NA,0.036,NA,0.012,0.038
MARLBORO COUNTY,SC,Hispanic,61,0.081,0.016,NA,0.023,NA,0.0,0.041
MARLBORO COUNTY,SC,White,2714,0.289,0.018,NA,0.02,NA,0.008,0.036
NEWBERRY COUNTY,SC,Black,4476,0.501,0.026,NA,0.021,NA,0.28,0.083
NEWBERRY COUNTY,SC,Hispanic,428,0.246,0.065,NA,0.069,NA,0.137,0.054
NEWBERRY COUNTY,SC,White,6919,0.363,0.017,NA,0.015,NA,0.244,0.157
OCONEE COUNTY,SC,Black,1233,0.277,0.01,NA,0.01,NA,0.233,0.126
OCONEE COUNTY,SC,Hispanic,431,0.184,0.019,NA,0.018,NA,0.073,0.067
OCONEE COUNTY,SC,White,10946,0.204,0.008,NA,0.008,NA,0.093,0.089
ORANGEBURG COUNTY,SC,Black,13401,0.306,0.035,NA,0.03,NA,0.312,0.041
ORANGEBURG COUNTY,SC,Hispanic,384,0.321,0.078,NA,0.067,NA,0.289,0.057
ORANGEBURG COUNTY,SC,White,7085,0.277,0.025,NA,0.021,NA,0.364,0.193
PICKENS COUNTY,SC,Black,1461,0.228,0.018,NA,0.016,NA,0.287,0.105
PICKENS COUNTY,SC,Hispanic,507,0.186,0.022,NA,0.026,NA,0.071,0.094
PICKENS COUNTY,SC,White,13552,0.157,0.01,NA,0.011,NA,0.207,0.143
RICHLAND COUNTY,SC,Black,21767,0.154,0.028,NA,0.025,NA,0.282,0.105
RICHLAND COUNTY,SC,Hispanic,1314,0.093,0.082,NA,0.089,NA,0.162,0.055
RICHLAND COUNTY,SC,White,17727,0.119,0.019,NA,0.018,NA,0.231,0.156
SALUDA COUNTY,SC,Black,2335,0.584,0.028,NA,0.027,NA,0.249,0.06
SALUDA COUNTY,SC,Hispanic,595,0.306,0.084,NA,0.095,NA,0.149,0.037
SALUDA COUNTY,SC,White,3635,0.368,0.024,NA,0.022,NA,0.283,0.146
SPARTANBURG COUNTY,SC,Black,10680,0.231,0.014,NA,0.012,NA,0.242,0.116
SPARTANBURG COUNTY,SC,Hispanic,2073,0.178,0.031,NA,0.032,NA,0.172,0.07
SPARTANBURG COUNTY,SC,White,31152,0.19,0.009,NA,0.01,NA,0.194,0.135
SUMTER COUNTY,SC,Black,8819,0.229,0.051,NA,0.05,NA,0.206,0.043
SUMTER COUNTY,SC,Hispanic,286,0.108,0.145,NA,0.151,NA,0.168,0.032
SUMTER COUNTY,SC,White,6470,0.16,0.028,NA,0.026,NA,0.246,0.147
UNION COUNTY,SC,Black,1710,0.246,0.022,NA,0.016,NA,0.216,0.091
UNION COUNTY,SC,Hispanic,49,0.228,0.033,NA,0.037,NA,0.25,0.069
UNION COUNTY,SC,White,2964,0.194,0.015,NA,0.012,NA,0.087,0.098
WILLIAMSBURG COUNTY,SC,Black,4050,0.238,0.049,NA,0.047,NA,0.107,0.04
WILLIAMSBURG COUNTY,SC,Hispanic,37,0.058,0.066,NA,0.082,NA,0.0,0.045
WILLIAMSBURG COUNTY,SC,White,1959,0.223,0.029,NA,0.029,NA,0.077,0.067
YORK COUNTY,SC,Black,11255,0.325,0.018,NA,0.015,NA,0.105,0.056
YORK COUNTY,SC,Hispanic,1195,0.155,0.04,NA,0.038,NA,0.063,0.038
YORK COUNTY,SC,White,27532,0.199,0.017,NA,0.016,NA,0.104,0.062
ANDERSON COUNTY,TX,Black,1932,0.182,0.017,0.006,NA,0.349,0.456,0.252
ANDERSON COUNTY,TX,Hispanic,1310,0.179,0.016,0.007,NA,0.403,0.383,0.193
ANDERSON COUNTY,TX,White,8470,0.289,0.01,0.003,NA,0.277,0.367,0.23
ANDREWS COUNTY,TX,Black,81,0.455,0.017,0.012,NA,0.299,0.571,NA
ANDREWS COUNTY,TX,Hispanic,1379,0.23,0.011,0.004,NA,0.366,0.403,NA
ANDREWS COUNTY,TX,White,1268,0.219,0.008,0.003,NA,0.283,0.451,NA
ANGELINA COUNTY,TX,Black,1825,0.185,0.019,0.005,NA,0.294,0.382,0.212
ANGELINA COUNTY,TX,Hispanic,1712,0.144,0.016,0.003,NA,0.317,0.444,0.236
ANGELINA COUNTY,TX,White,8261,0.187,0.011,0.003,NA,0.222,0.478,0.233
ARANSAS COUNTY,TX,Black,91,0.364,0.037,0.018,NA,0.199,0.118,NA
ARANSAS COUNTY,TX,Hispanic,894,0.196,0.03,0.009,NA,0.246,0.206,NA
ARANSAS COUNTY,TX,White,2223,0.151,0.024,0.007,NA,0.175,0.146,NA
ARCHER COUNTY,TX,Black,185,3.957,0.057,0.043,NA,0.253,0.509,NA
ARCHER COUNTY,TX,Hispanic,628,1.286,0.04,0.025,NA,0.217,0.357,NA
ARCHER COUNTY,TX,White,3960,0.617,0.017,0.007,NA,0.154,0.481,NA
ARMSTRONG COUNTY,TX,Black,214,17.833,0.021,0.008,NA,0.327,0.5,NA
ARMSTRONG COUNTY,TX,Hispanic,511,4.731,0.017,0.009,NA,0.332,0.442,NA
ARMSTRONG COUNTY,TX,White,2024,1.438,0.009,0.004,NA,0.247,0.648,NA
ATASCOSA COUNTY,TX,Black,457,1.799,0.007,0.004,NA,0.513,0.333,0.333
ATASCOSA COUNTY,TX,Hispanic,8066,0.382,0.015,0.008,NA,0.508,0.302,0.183
ATASCOSA COUNTY,TX,White,5241,0.387,0.007,0.003,NA,0.45,0.358,0.256
AUSTIN COUNTY,TX,Black,944,0.475,0.034,0.011,NA,0.304,0.453,NA
AUSTIN COUNTY,TX,Hispanic,1924,0.398,0.032,0.014,NA,0.312,0.453,NA
AUSTIN COUNTY,TX,White,4133,0.266,0.013,0.003,NA,0.23,0.585,NA
BAILEY COUNTY,TX,Black,143,2.306,0.014,0.007,NA,0.369,0.3,NA
BAILEY COUNTY,TX,Hispanic,1001,0.351,0.014,0.008,NA,0.313,0.368,NA
BAILEY COUNTY,TX,White,1822,0.849,0.005,0.002,NA,0.244,0.488,NA
BANDERA COUNTY,TX,Black,53,0.582,0.015,0.0,NA,0.169,0.25,NA
BANDERA COUNTY,TX,Hispanic,908,0.326,0.017,0.006,NA,0.168,0.325,NA
BANDERA COUNTY,TX,White,3619,0.252,0.018,0.004,NA,0.122,0.286,NA
BASTROP COUNTY,TX,Black,1477,0.329,0.034,0.009,NA,0.481,0.404,0.177
BASTROP COUNTY,TX,Hispanic,3497,0.197,0.029,0.005,NA,0.484,0.348,0.191
BASTROP COUNTY,TX,White,9679,0.269,0.016,0.004,NA,0.396,0.415,0.218
BAYLOR COUNTY,TX,Black,93,1.368,0.006,0.002,NA,0.317,0.667,NA
BAYLOR COUNTY,TX,Hispanic,228,0.706,0.018,0.01,NA,0.319,0.6,NA
BAYLOR COUNTY,TX,White,1328,0.528,0.005,0.002,NA,0.214,0.441,NA
BEE COUNTY,TX,Black,241,0.096,0.012,0.006,NA,0.468,0.357,NA
BEE COUNTY,TX,Hispanic,3701,0.264,0.008,0.004,NA,0.463,0.299,NA
BEE COUNTY,TX,White,2859,0.302,0.004,0.002,NA,0.446,0.491,NA
BELL COUNTY,TX,Black,4857,0.098,0.021,0.006,NA,0.446,0.375,0.229
BELL COUNTY,TX,Hispanic,4830,0.095,0.022,0.009,NA,0.474,0.239,0.164
BELL COUNTY,TX,White,14048,0.11,0.013,0.004,NA,0.417,0.36,0.203
BEXAR COUNTY,TX,Black,1086,0.011,0.02,0.007,NA,0.31,0.391,0.202
BEXAR COUNTY,TX,Hispanic,9033,0.011,0.023,0.011,NA,0.355,0.351,0.183
BEXAR COUNTY,TX,White,6342,0.014,0.012,0.005,NA,0.27,0.396,0.211
BLANCO COUNTY,TX,Black,101,1.312,0.016,0.002,NA,0.59,0.25,NA
BLANCO COUNTY,TX,Hispanic,651,0.45,0.028,0.011,NA,0.614,0.38,NA
BLANCO COUNTY,TX,White,2807,0.392,0.014,0.003,NA,0.564,0.396,NA
BORDEN COUNTY,TX,Black,3,1.5,0.0,0.0,NA,0.6,NA,NA
BORDEN COUNTY,TX,Hispanic,24,0.329,0.008,0.0,NA,0.424,0.0,NA
BORDEN COUNTY,TX,White,56,0.129,0.018,0.007,NA,0.397,0.2,NA
BOSQUE COUNTY,TX,Black,168,0.718,0.017,0.001,NA,0.141,0.214,NA
BOSQUE COUNTY,TX,Hispanic,619,0.31,0.014,0.003,NA,0.178,0.136,NA
BOSQUE COUNTY,TX,White,3857,0.321,0.01,0.002,NA,0.144,0.195,NA
BOWIE COUNTY,TX,Black,2758,0.161,0.052,0.026,NA,0.138,0.289,0.189
BOWIE COUNTY,TX,Hispanic,1071,0.225,0.067,0.049,NA,0.137,0.164,0.133
BOWIE COUNTY,TX,White,10125,0.205,0.048,0.031,NA,0.1,0.277,0.127
BRAZORIA COUNTY,TX,Black,5053,0.156,0.025,0.009,NA,0.411,0.475,0.201
BRAZORIA COUNTY,TX,Hispanic,8158,0.124,0.022,0.007,NA,0.459,0.437,0.247
BRAZORIA COUNTY,TX,White,16681,0.123,0.017,0.006,NA,0.349,0.47,0.184
BRAZOS COUNTY,TX,Black,1904,0.117,0.044,0.015,NA,0.274,0.474,0.153
BRAZOS COUNTY,TX,Hispanic,2433,0.068,0.033,0.011,NA,0.283,0.49,0.263
BRAZOS COUNTY,TX,White,8570,0.084,0.021,0.006,NA,0.23,0.54,0.24
BREWSTER COUNTY,TX,Black,67,0.87,0.042,0.018,NA,0.197,0.357,NA
BREWSTER COUNTY,TX,Hispanic,2470,0.805,0.015,0.011,NA,0.196,0.169,NA
BREWSTER COUNTY,TX,White,2111,0.499,0.01,0.006,NA,0.156,0.248,NA
BRISCOE COUNTY,TX,Black,15,0.455,0.027,0.0,NA,0.216,0.0,NA
BRISCOE COUNTY,TX,Hispanic,83,0.283,0.002,0.002,NA,0.28,1.0,NA
BRISCOE COUNTY,TX,White,288,0.318,0.002,0.001,NA,0.13,0.0,NA
BROOKS COUNTY,TX,Black,71,2.958,0.059,0.042,NA,0.272,0.095,NA
BROOKS COUNTY,TX,Hispanic,4320,0.89,0.037,0.035,NA,0.196,0.08,NA
BROOKS COUNTY,TX,White,576,1.238,0.02,0.017,NA,0.129,0.123,NA
BROWN COUNTY,TX,Black,296,0.3,0.036,0.013,NA,0.276,0.434,NA
BROWN COUNTY,TX,Hispanic,1079,0.199,0.031,0.015,NA,0.287,0.441,NA
BROWN COUNTY,TX,White,4939,0.213,0.018,0.006,NA,0.22,0.511,NA
BURLESON COUNTY,TX,Black,875,0.528,0.035,0.012,NA,0.257,0.413,NA
BURLESON COUNTY,TX,Hispanic,1317,0.572,0.027,0.01,NA,0.299,0.33,NA
BURLESON COUNTY,TX,White,4931,0.512,0.019,0.008,NA,0.237,0.429,NA
BURNET COUNTY,TX,Black,289,0.439,0.023,0.008,NA,0.305,0.303,0.245
BURNET COUNTY,TX,Hispanic,1512,0.239,0.027,0.01,NA,0.349,0.382,0.237
BURNET COUNTY,TX,White,7251,0.26,0.021,0.007,NA,0.275,0.474,0.208
CALDWELL COUNTY,TX,Black,598,0.291,0.009,0.003,NA,0.659,0.385,NA
CALDWELL COUNTY,TX,Hispanic,2494,0.18,0.008,0.003,NA,0.642,0.228,NA
CALDWELL COUNTY,TX,White,3792,0.264,0.005,0.001,NA,0.624,0.36,NA
CALHOUN COUNTY,TX,Black,191,0.458,0.021,0.008,NA,0.351,0.25,NA
CALHOUN COUNTY,TX,Hispanic,1802,0.247,0.012,0.005,NA,0.342,0.241,NA
CALHOUN COUNTY,TX,White,2356,0.29,0.007,0.002,NA,0.316,0.373,NA
CALLAHAN COUNTY,TX,Black,873,6.992,0.014,0.006,NA,0.396,0.441,0.267
CALLAHAN COUNTY,TX,Hispanic,1690,2.018,0.01,0.007,NA,0.387,0.345,0.222
CALLAHAN COUNTY,TX,White,5278,0.546,0.006,0.002,NA,0.262,0.49,0.311
CAMERON COUNTY,TX,Black,319,0.263,0.013,0.004,NA,0.421,0.333,0.207
CAMERON COUNTY,TX,Hispanic,29259,0.113,0.006,0.002,NA,0.531,0.21,0.164
CAMERON COUNTY,TX,White,4545,0.125,0.004,0.001,NA,0.421,0.242,0.228
CAMP COUNTY,TX,Black,455,0.277,0.036,0.009,NA,0.12,0.494,NA
CAMP COUNTY,TX,Hispanic,450,0.254,0.032,0.007,NA,0.178,0.37,NA
CAMP COUNTY,TX,White,1909,0.32,0.016,0.007,NA,0.075,0.401,NA
CARSON COUNTY,TX,Black,646,23.071,0.074,0.038,NA,0.14,0.596,0.203
CARSON COUNTY,TX,Hispanic,2122,5.229,0.056,0.042,NA,0.095,0.537,0.337
CARSON COUNTY,TX,White,4829,1.158,0.041,0.018,NA,0.097,0.691,0.301
CASS COUNTY,TX,Black,1822,0.451,0.029,0.009,NA,0.181,0.287,0.187
CASS COUNTY,TX,Hispanic,677,0.852,0.048,0.039,NA,0.173,0.16,0.108
CASS COUNTY,TX,White,7194,0.377,0.018,0.005,NA,0.126,0.314,0.174
CASTRO COUNTY,TX,Black,65,0.596,0.022,0.012,NA,0.12,0.286,NA
CASTRO COUNTY,TX,Hispanic,1638,0.491,0.019,0.007,NA,0.079,0.447,NA
CASTRO COUNTY,TX,White,1729,0.76,0.006,0.002,NA,0.083,0.418,NA
CHAMBERS COUNTY,TX,Black,6354,2.693,0.053,0.025,NA,0.33,0.366,0.189
CHAMBERS COUNTY,TX,Hispanic,3746,0.732,0.029,0.018,NA,0.373,0.239,0.2
CHAMBERS COUNTY,TX,White,9689,0.484,0.015,0.007,NA,0.294,0.386,0.27
CHEROKEE COUNTY,TX,Black,1523,0.265,0.022,0.01,NA,0.277,0.444,0.239
CHEROKEE COUNTY,TX,Hispanic,1456,0.206,0.017,0.005,NA,0.371,0.325,0.223
CHEROKEE COUNTY,TX,White,7896,0.305,0.014,0.007,NA,0.249,0.421,0.226
CHILDRESS COUNTY,TX,Black,290,0.456,0.039,0.012,NA,0.418,0.667,NA
CHILDRESS COUNTY,TX,Hispanic,766,0.491,0.021,0.008,NA,0.431,0.444,NA
CHILDRESS COUNTY,TX,White,2989,0.865,0.012,0.002,NA,0.287,0.711,NA
CLAY COUNTY,TX,Black,751,14.462,0.063,0.041,NA,0.276,0.46,NA
CLAY COUNTY,TX,Hispanic,978,2.615,0.062,0.046,NA,0.26,0.321,NA
CLAY COUNTY,TX,White,4964,0.634,0.023,0.015,NA,0.186,0.516,NA
COCHRAN COUNTY,TX,Black,8,0.081,0.025,0.025,NA,0.333,0.0,NA
COCHRAN COUNTY,TX,Hispanic,117,0.102,0.015,0.007,NA,0.434,0.222,NA
COCHRAN COUNTY,TX,White,88,0.091,0.002,0.002,NA,0.373,0.0,NA
COKE COUNTY,TX,Black,31,1.824,0.019,0.013,NA,0.494,0.333,NA
COKE COUNTY,TX,Hispanic,186,0.379,0.017,0.009,NA,0.395,0.125,NA
COKE COUNTY,TX,White,564,0.267,0.011,0.002,NA,0.308,0.367,NA
COLEMAN COUNTY,TX,Black,141,0.855,0.016,0.01,NA,0.261,0.545,NA
COLEMAN COUNTY,TX,Hispanic,464,0.454,0.019,0.011,NA,0.262,0.535,NA
COLEMAN COUNTY,TX,White,2015,0.361,0.017,0.008,NA,0.207,0.448,NA
COLLIN COUNTY,TX,Black,3872,0.067,0.013,0.003,NA,0.409,0.355,0.251
COLLIN COUNTY,TX,Hispanic,3836,0.044,0.011,0.003,NA,0.454,0.288,0.188
COLLIN COUNTY,TX,White,17288,0.042,0.007,0.002,NA,0.396,0.396,0.253
COLLINGSWORTH COUNTY,TX,Black,31,0.282,0.02,0.02,NA,0.276,0.333,NA
COLLINGSWORTH COUNTY,TX,Hispanic,174,0.285,0.003,0.001,NA,0.338,0.0,NA
COLLINGSWORTH COUNTY,TX,White,470,0.31,0.003,0.002,NA,0.211,0.333,NA
COLORADO COUNTY,TX,Black,1340,0.67,0.024,0.006,NA,0.379,0.638,0.262
COLORADO COUNTY,TX,Hispanic,2774,0.711,0.018,0.009,NA,0.351,0.365,0.272
COLORADO COUNTY,TX,White,5877,0.565,0.009,0.002,NA,0.311,0.714,0.406
COMAL COUNTY,TX,Black,651,0.372,0.017,0.007,NA,0.344,0.327,0.206
COMAL COUNTY,TX,Hispanic,3814,0.171,0.017,0.008,NA,0.359,0.417,0.216
COMAL COUNTY,TX,White,7609,0.11,0.009,0.003,NA,0.236,0.467,0.262
COMANCHE COUNTY,TX,Black,102,2.757,0.025,0.014,NA,0.329,0.308,NA
COMANCHE COUNTY,TX,Hispanic,623,0.254,0.018,0.005,NA,0.294,0.393,NA
COMANCHE COUNTY,TX,White,2392,0.291,0.009,0.003,NA,0.205,0.467,NA
CONCHO COUNTY,TX,Black,126,2.211,0.008,0.005,NA,0.604,0.2,NA
CONCHO COUNTY,TX,Hispanic,606,0.298,0.014,0.006,NA,0.562,0.349,NA
CONCHO COUNTY,TX,White,1133,0.777,0.006,0.002,NA,0.448,0.389,NA
COOKE COUNTY,TX,Black,1004,1.208,0.022,0.009,NA,0.193,0.554,0.234
COOKE COUNTY,TX,Hispanic,1674,0.406,0.016,0.007,NA,0.229,0.477,0.256
COOKE COUNTY,TX,White,9154,0.371,0.007,0.003,NA,0.12,0.547,0.355
CORYELL COUNTY,TX,Black,686,0.072,0.019,0.003,NA,0.335,0.508,NA
CORYELL COUNTY,TX,Hispanic,702,0.076,0.011,0.001,NA,0.267,0.342,NA
CORYELL COUNTY,TX,White,3473,0.096,0.01,0.002,NA,0.195,0.346,NA
COTTLE COUNTY,TX,Black,60,0.531,0.017,0.013,NA,0.23,0.2,NA
COTTLE COUNTY,TX,Hispanic,245,1.025,0.016,0.007,NA,0.249,0.3,NA
COTTLE COUNTY,TX,White,809,1.011,0.004,0.002,NA,0.161,0.0,NA
CRANE COUNTY,TX,Black,33,0.347,0.043,0.006,NA,0.194,0.571,NA
CRANE COUNTY,TX,Hispanic,489,0.252,0.01,0.004,NA,0.269,0.24,NA
CRANE COUNTY,TX,White,365,0.262,0.01,0.005,NA,0.207,0.263,NA
CROCKETT COUNTY,TX,Black,404,26.933,0.022,0.009,NA,0.459,0.591,NA
CROCKETT COUNTY,TX,Hispanic,2839,1.633,0.008,0.004,NA,0.405,0.31,NA
CROCKETT COUNTY,TX,White,2719,2.556,0.008,0.003,NA,0.306,0.459,NA
CROSBY COUNTY,TX,Black,85,0.538,0.033,0.019,NA,0.214,0.286,NA
CROSBY COUNTY,TX,Hispanic,422,0.189,0.035,0.014,NA,0.184,0.507,NA
CROSBY COUNTY,TX,White,1202,0.573,0.01,0.006,NA,0.15,0.317,NA
CULBERSON COUNTY,TX,Black,424,38.545,0.013,0.008,NA,0.262,0.333,NA
CULBERSON COUNTY,TX,Hispanic,4118,3.259,0.015,0.012,NA,0.309,0.091,NA
CULBERSON COUNTY,TX,White,2163,5.165,0.008,0.006,NA,0.212,0.17,NA
DALLAM COUNTY,TX,Black,125,1.689,0.054,0.016,NA,0.279,0.676,NA
DALLAM COUNTY,TX,Hispanic,649,0.332,0.034,0.013,NA,0.218,0.286,NA
DALLAM COUNTY,TX,White,2397,0.832,0.029,0.012,NA,0.155,0.58,NA
DALLAS COUNTY,TX,Black,4681,0.011,0.022,0.004,NA,0.416,0.382,0.158
DALLAS COUNTY,TX,Hispanic,3302,0.005,0.018,0.003,NA,0.476,0.443,0.221
DALLAS COUNTY,TX,White,9372,0.014,0.012,0.002,NA,0.444,0.473,0.199
DAWSON COUNTY,TX,Black,341,0.478,0.037,0.022,NA,0.239,0.453,NA
DAWSON COUNTY,TX,Hispanic,1770,0.329,0.021,0.012,NA,0.265,0.5,NA
DAWSON COUNTY,TX,White,2000,0.463,0.012,0.006,NA,0.239,0.492,NA
DEAF SMITH COUNTY,TX,Black,75,0.475,0.024,0.003,NA,0.252,0.333,NA
DEAF SMITH COUNTY,TX,Hispanic,1656,0.185,0.024,0.007,NA,0.22,0.381,NA
DEAF SMITH COUNTY,TX,White,1469,0.327,0.009,0.001,NA,0.168,0.348,NA
DELTA COUNTY,TX,Black,131,0.447,0.026,0.009,NA,0.203,0.294,NA
DELTA COUNTY,TX,Hispanic,65,0.28,0.012,0.006,NA,0.19,0.0,NA
DELTA COUNTY,TX,White,689,0.195,0.015,0.008,NA,0.096,0.192,NA
DENTON COUNTY,TX,Black,2929,0.059,0.04,0.015,NA,0.378,0.477,0.202
DENTON COUNTY,TX,Hispanic,4126,0.044,0.032,0.015,NA,0.414,0.365,0.221
DENTON COUNTY,TX,White,14718,0.04,0.021,0.009,NA,0.364,0.437,0.22
DEWITT COUNTY,TX,Black,247,0.173,0.013,0.002,NA,0.195,0.25,NA
DEWITT COUNTY,TX,Hispanic,1309,0.26,0.009,0.003,NA,0.235,0.339,NA
DEWITT COUNTY,TX,White,2681,0.272,0.007,0.003,NA,0.177,0.33,NA
DICKENS COUNTY,TX,Black,76,0.835,0.024,0.016,NA,0.412,0.333,NA
DICKENS COUNTY,TX,Hispanic,234,0.458,0.025,0.013,NA,0.373,0.414,NA
DICKENS COUNTY,TX,White,1182,0.956,0.008,0.004,NA,0.279,0.348,NA
DIMMIT COUNTY,TX,Black,55,0.705,0.029,0.007,NA,0.288,0.125,NA
DIMMIT COUNTY,TX,Hispanic,1965,0.296,0.027,0.009,NA,0.303,0.112,NA
DIMMIT COUNTY,TX,White,759,0.716,0.015,0.004,NA,0.248,0.172,NA
DONLEY COUNTY,TX,Black,377,2.793,0.013,0.003,NA,0.43,0.708,NA
DONLEY COUNTY,TX,Hispanic,929,3.619,0.007,0.004,NA,0.412,0.364,NA
DONLEY COUNTY,TX,White,4142,1.67,0.002,0.001,NA,0.291,0.51,NA
DUVAL COUNTY,TX,Black,29,0.305,0.0,0.0,NA,0.278,NA,NA
DUVAL COUNTY,TX,Hispanic,2332,0.297,0.005,0.002,NA,0.219,0.185,NA
DUVAL COUNTY,TX,White,503,0.533,0.002,0.001,NA,0.227,0.0,NA
EASTLAND COUNTY,TX,Black,951,3.257,0.042,0.019,NA,0.24,0.462,0.158
EASTLAND COUNTY,TX,Hispanic,2123,1.084,0.029,0.016,NA,0.221,0.471,0.253
EASTLAND COUNTY,TX,White,7355,0.603,0.016,0.007,NA,0.149,0.543,0.287
ECTOR COUNTY,TX,Black,405,0.089,0.04,0.023,NA,0.334,0.463,0.18
ECTOR COUNTY,TX,Hispanic,6155,0.107,0.029,0.014,NA,0.398,0.393,0.232
ECTOR COUNTY,TX,White,4271,0.094,0.022,0.011,NA,0.327,0.418,0.196
EDWARDS COUNTY,TX,Black,2,0.222,0.222,0.111,NA,1.0,0.5,NA
EDWARDS COUNTY,TX,Hispanic,79,0.101,0.015,0.003,NA,0.249,0.0,NA
EDWARDS COUNTY,TX,White,75,0.1,0.008,0.0,NA,0.228,0.667,NA
ELLIS COUNTY,TX,Black,1797,0.168,0.038,0.012,NA,0.349,0.394,0.181
ELLIS COUNTY,TX,Hispanic,2742,0.106,0.046,0.027,NA,0.351,0.298,0.154
ELLIS COUNTY,TX,White,5476,0.068,0.02,0.007,NA,0.344,0.426,0.209
EL PASO COUNTY,TX,Black,1335,0.068,0.032,0.017,NA,0.266,0.406,0.199
EL PASO COUNTY,TX,Hispanic,26820,0.054,0.019,0.01,NA,0.226,0.38,0.258
EL PASO COUNTY,TX,White,5458,0.06,0.017,0.008,NA,0.216,0.495,0.242
ERATH COUNTY,TX,Black,258,0.542,0.026,0.01,NA,0.169,0.394,0.203
ERATH COUNTY,TX,Hispanic,1667,0.31,0.017,0.008,NA,0.177,0.345,0.212
ERATH COUNTY,TX,White,8221,0.322,0.011,0.005,NA,0.126,0.411,0.244
FALLS COUNTY,TX,Black,634,0.189,0.025,0.01,NA,0.375,0.282,NA
FALLS COUNTY,TX,Hispanic,596,0.216,0.021,0.009,NA,0.383,0.286,NA
FALLS COUNTY,TX,White,2217,0.285,0.013,0.005,NA,0.342,0.372,NA
FANNIN COUNTY,TX,Black,270,0.138,0.006,0.004,NA,0.307,0.375,NA
FANNIN COUNTY,TX,Hispanic,352,0.144,0.005,0.002,NA,0.416,0.222,NA
FANNIN COUNTY,TX,White,3266,0.147,0.004,0.002,NA,0.238,0.379,NA
FAYETTE COUNTY,TX,Black,1019,0.843,0.028,0.006,NA,0.527,0.577,0.222
FAYETTE COUNTY,TX,Hispanic,2253,0.696,0.02,0.007,NA,0.554,0.469,0.256
FAYETTE COUNTY,TX,White,4568,0.294,0.009,0.003,NA,0.438,0.527,0.348
FISHER COUNTY,TX,Black,43,0.384,0.056,0.005,NA,0.139,0.833,NA
FISHER COUNTY,TX,Hispanic,219,0.277,0.04,0.019,NA,0.203,0.682,NA
FISHER COUNTY,TX,White,750,0.338,0.023,0.01,NA,0.141,0.698,NA
FLOYD COUNTY,TX,Black,43,0.27,0.019,0.009,NA,0.269,0.25,NA
FLOYD COUNTY,TX,Hispanic,345,0.148,0.025,0.012,NA,0.202,0.256,NA
FLOYD COUNTY,TX,White,475,0.222,0.008,0.005,NA,0.146,0.2,NA
FOARD COUNTY,TX,Black,14,0.318,0.029,0.015,NA,0.279,0.0,NA
FOARD COUNTY,TX,Hispanic,41,0.263,0.02,0.005,NA,0.235,0.25,NA
FOARD COUNTY,TX,White,163,0.196,0.021,0.004,NA,0.15,0.235,NA
FORT BEND COUNTY,TX,Black,7150,0.071,0.01,0.003,NA,0.337,0.37,0.262
FORT BEND COUNTY,TX,Hispanic,8996,0.081,0.012,0.004,NA,0.342,0.331,0.181
FORT BEND COUNTY,TX,White,11253,0.061,0.006,0.002,NA,0.295,0.353,0.236
FRANKLIN COUNTY,TX,Black,600,1.911,0.037,0.014,NA,0.405,0.486,NA
FRANKLIN COUNTY,TX,Hispanic,549,0.607,0.034,0.013,NA,0.306,0.287,NA
FRANKLIN COUNTY,TX,White,3083,0.448,0.014,0.004,NA,0.161,0.349,NA
FREESTONE COUNTY,TX,Black,1584,0.636,0.025,0.01,NA,0.379,0.411,0.218
FREESTONE COUNTY,TX,Hispanic,1490,0.793,0.031,0.02,NA,0.455,0.289,0.148
FREESTONE COUNTY,TX,White,4585,0.419,0.01,0.005,NA,0.282,0.333,0.257
FRIO COUNTY,TX,Black,383,0.699,0.024,0.018,NA,0.381,0.261,0.187
FRIO COUNTY,TX,Hispanic,8267,0.77,0.032,0.023,NA,0.345,0.179,0.116
FRIO COUNTY,TX,White,3236,1.323,0.013,0.006,NA,0.292,0.234,0.18
GAINES COUNTY,TX,Black,119,0.527,0.074,0.023,NA,0.305,0.5,NA
GAINES COUNTY,TX,Hispanic,1386,0.282,0.06,0.023,NA,0.325,0.596,NA
GAINES COUNTY,TX,White,1799,0.234,0.039,0.012,NA,0.245,0.665,NA
GALVESTON COUNTY,TX,Black,2914,0.094,0.014,0.004,NA,0.361,0.419,0.26
GALVESTON COUNTY,TX,Hispanic,3874,0.076,0.012,0.003,NA,0.428,0.414,0.252
GALVESTON COUNTY,TX,White,8412,0.057,0.01,0.002,NA,0.341,0.516,0.246
GARZA COUNTY,TX,Black,307,0.916,0.045,0.013,NA,0.356,0.406,NA
GARZA COUNTY,TX,Hispanic,840,0.321,0.036,0.013,NA,0.319,0.589,NA
GARZA COUNTY,TX,White,2247,0.938,0.016,0.006,NA,0.247,0.434,NA
GILLESPIE COUNTY,TX,Black,101,1.712,0.026,0.014,NA,0.577,0.077,NA
GILLESPIE COUNTY,TX,Hispanic,976,0.26,0.03,0.012,NA,0.591,0.279,NA
GILLESPIE COUNTY,TX,White,3484,0.206,0.014,0.005,NA,0.457,0.444,NA
